cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
sample_0232,,PMC,Long COVID symptoms and patient recovery,10.1000/sample.232,,,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2021-10-07,"Lee, K.; Wang, L.; Chen, M.",New England Journal of Medicine,mag_232,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_232,s2_232
sample_0233,sha_0233,medRxiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.233,PMC1000233,30000233,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2022-03-19,"Thompson, G.; Garcia, H.; Martinez, I.",The Lancet,mag_233,who_233,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_233,s2_233
sample_0234,,PMC,Healthcare system impact during pandemic,,PMC1000234,30000234,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2021-01-08,"Miller, N.; Jones, O.; Williams, P.",JAMA,mag_234,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_234,s2_234
sample_0235,sha_0235,WHO,Healthcare system impact during pandemic,10.1000/sample.235,,,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2022-06-29,"White, C.; Harris, B.; Martin, E.",The Lancet,mag_235,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_235,s2_235
sample_0236,sha_0236,WHO,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.236,,30000236,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2023-04-09,"Davis, M.; Wilson, R.; Taylor, S.",Science,mag_236,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_236,s2_236
sample_0237,,Elsevier,Immunological response to SARS-CoV-2 infection,10.1000/sample.237,PMC1000237,30000237,cc-by-nc,Long-term COVID effects study including symptom persistence and recovery.,2019-12-25,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",New England Journal of Medicine,mag_237,who_237,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_237,s2_237
sample_0238,sha_0238,WHO,Economic implications of pandemic measures,10.1000/sample.238,,30000238,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2020-08-11,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",BMJ,mag_238,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_238,s2_238
sample_0239,sha_0239,medRxiv,Treatment protocols for severe COVID cases,10.1000/sample.239,PMC1000239,30000239,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2021-09-12,"Thompson, G.; Garcia, H.; Martinez, I.",Proceedings of the National Academy of Sciences,mag_239,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_239,s2_239
sample_0240,sha_0240,medRxiv,SARS-CoV-2 viral dynamics in clinical settings,10.1000/sample.240,PMC1000240,,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2020-09-04,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",JAMA,mag_240,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_240,s2_240
sample_0241,,PMC,Epidemiological analysis of coronavirus spread,10.1000/sample.241,PMC1000241,30000241,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2021-10-14,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",New England Journal of Medicine,mag_241,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_241,s2_241
sample_0242,sha_0242,Elsevier,Mask wearing and transmission reduction,10.1000/sample.242,,30000242,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2020-11-26,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Proceedings of the National Academy of Sciences,mag_242,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_242,s2_242
sample_0243,sha_0243,arXiv,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.243,PMC1000243,30000243,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2020-03-23,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Cell,mag_243,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_243,s2_243
sample_0244,sha_0244,arXiv,Healthcare system impact during pandemic,10.1000/sample.244,,30000244,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-03-09,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Proceedings of the National Academy of Sciences,mag_244,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_244,s2_244
sample_0245,sha_0245,arXiv,Economic implications of pandemic measures,10.1000/sample.245,,30000245,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-06-04,"Davis, M.; Wilson, R.; Taylor, S.",Cell,mag_245,,arxiv.245,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_245,s2_245
sample_0246,sha_0246,PMC,Pandemic response strategies and public health measures,10.1000/sample.246,,30000246,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2022-09-13,"White, C.; Harris, B.; Martin, E.",Science,mag_246,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_246,s2_246
sample_0247,,Elsevier,Vaccine development and efficacy analysis,,,30000247,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2021-06-06,"Thompson, G.; Garcia, H.; Martinez, I.",PLOS ONE,mag_247,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_247,s2_247
sample_0248,,arXiv,Long COVID symptoms and patient recovery,10.1000/sample.248,,,cc-by-nc,Research on pandemic response effectiveness and public health intervention strategies.,2020-06-21,"Thompson, G.; Garcia, H.; Martinez, I.",BMJ,mag_248,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_248,s2_248
sample_0249,sha_0249,PMC,Mental health effects of COVID-19 lockdowns,10.1000/sample.249,PMC1000249,30000249,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2020-07-26,"Smith, J.; Johnson, A.; Brown, K.",Science,mag_249,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_249,s2_249
sample_0250,,PMC,Vaccine development and efficacy analysis,10.1000/sample.250,PMC1000250,,cc-by-nc,Epidemiological study of coronavirus transmission rates and infection patterns.,2020-11-25,"Thompson, G.; Garcia, H.; Martinez, I.",Cell,mag_250,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_250,s2_250
sample_0251,,arXiv,Economic implications of pandemic measures,10.1000/sample.251,PMC1000251,30000251,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-05-21,"Smith, J.; Johnson, A.; Brown, K.",BMJ,mag_251,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_251,s2_251
sample_0252,sha_0252,medRxiv,SARS-CoV-2 viral dynamics in clinical settings,10.1000/sample.252,,30000252,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2022-05-15,"White, C.; Harris, B.; Martin, E.",Nature,mag_252,who_252,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_252,s2_252
sample_0253,,Elsevier,Ventilator management in COVID patients,,,30000253,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-07-07,"Miller, N.; Jones, O.; Williams, P.",New England Journal of Medicine,mag_253,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_253,s2_253
sample_0254,sha_0254,Elsevier,Vaccine development and efficacy analysis,10.1000/sample.254,PMC1000254,30000254,cc-by,Immunological response analysis including antibody production and cellular immunity.,2022-09-21,"Smith, J.; Johnson, A.; Brown, K.",New England Journal of Medicine,mag_254,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_254,s2_254
sample_0255,sha_0255,PMC,Economic implications of pandemic measures,,,30000255,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2023-04-11,"Thompson, G.; Garcia, H.; Martinez, I.",Nature,mag_255,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_255,s2_255
sample_0256,,arXiv,Contact tracing effectiveness studies,10.1000/sample.256,,,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2022-04-03,"White, C.; Harris, B.; Martin, E.",The Lancet,mag_256,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_256,s2_256
sample_0257,sha_0257,medRxiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.257,PMC1000257,,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2020-06-27,"Miller, N.; Jones, O.; Williams, P.",The Lancet,mag_257,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_257,s2_257
sample_0258,,WHO,Mask wearing and transmission reduction,,PMC1000258,30000258,cc-by,Immunological response analysis including antibody production and cellular immunity.,2022-08-24,"White, C.; Harris, B.; Martin, E.",Nature Medicine,mag_258,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_258,s2_258
sample_0259,sha_0259,arXiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.259,,30000259,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-07-28,"Miller, N.; Jones, O.; Williams, P.",Science,mag_259,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_259,s2_259
sample_0260,sha_0260,medRxiv,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.260,PMC1000260,,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2021-03-17,"Miller, N.; Jones, O.; Williams, P.",Nature Medicine,mag_260,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_260,s2_260
sample_0261,sha_0261,Elsevier,Immunological response to SARS-CoV-2 infection,,PMC1000261,30000261,cc-by-nc,Research on pandemic response effectiveness and public health intervention strategies.,2020-02-06,"Miller, N.; Jones, O.; Williams, P.",BMJ,mag_261,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_261,s2_261
sample_0262,,medRxiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.262,PMC1000262,30000262,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2020-02-23,"White, C.; Harris, B.; Martin, E.",PLOS ONE,mag_262,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_262,s2_262
sample_0263,sha_0263,WHO,Clinical outcomes in COVID-19 patients,,,30000263,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2020-10-08,"Anderson, L.; Thomas, P.; Jackson, D.",JAMA,mag_263,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_263,s2_263
sample_0264,,PMC,Pandemic response strategies and public health measures,,,30000264,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2021-04-04,"Lee, K.; Wang, L.; Chen, M.",Proceedings of the National Academy of Sciences,mag_264,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_264,s2_264
sample_0265,sha_0265,WHO,Immunological response to SARS-CoV-2 infection,10.1000/sample.265,PMC1000265,,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2023-05-22,"Miller, N.; Jones, O.; Williams, P.",New England Journal of Medicine,mag_265,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_265,s2_265
sample_0266,sha_0266,WHO,Clinical outcomes in COVID-19 patients,,,30000266,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-12-29,"Lee, K.; Wang, L.; Chen, M.",New England Journal of Medicine,mag_266,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_266,s2_266
sample_0267,sha_0267,medRxiv,Long COVID symptoms and patient recovery,10.1000/sample.267,PMC1000267,30000267,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-05-03,"Lee, K.; Wang, L.; Chen, M.",Nature Medicine,mag_267,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_267,s2_267
sample_0268,sha_0268,medRxiv,Vaccine development and efficacy analysis,10.1000/sample.268,,30000268,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2022-05-04,"Lee, K.; Wang, L.; Chen, M.",PLOS ONE,mag_268,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_268,s2_268
sample_0269,sha_0269,PMC,Vaccine development and efficacy analysis,10.1000/sample.269,PMC1000269,30000269,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-04-14,"Smith, J.; Johnson, A.; Brown, K.",Proceedings of the National Academy of Sciences,mag_269,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_269,s2_269
sample_0270,sha_0270,medRxiv,Mask wearing and transmission reduction,10.1000/sample.270,,30000270,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-07-26,"Miller, N.; Jones, O.; Williams, P.",Proceedings of the National Academy of Sciences,mag_270,who_270,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_270,s2_270
sample_0271,,arXiv,Contact tracing effectiveness studies,10.1000/sample.271,PMC1000271,30000271,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2019-12-01,"Miller, N.; Jones, O.; Williams, P.",PLOS ONE,mag_271,who_271,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_271,s2_271
sample_0272,sha_0272,arXiv,Contact tracing effectiveness studies,,PMC1000272,,cc-by,Immunological response analysis including antibody production and cellular immunity.,2021-02-24,"White, C.; Harris, B.; Martin, E.",The Lancet,mag_272,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_272,s2_272
sample_0273,sha_0273,WHO,Ventilator management in COVID patients,10.1000/sample.273,PMC1000273,,cc-by-nc,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2022-09-15,"Miller, N.; Jones, O.; Williams, P.",JAMA,mag_273,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_273,s2_273
